,tweet,class,processed_tweet
16355,RT @MadeaDonPlay: Call da po po hoe.,1,rt call da po po hoe
16356,RT @Magssca: &#8220;@uce_INA: @Magssca you aint gon take a pic tho&#8221; &#128133; not scared to I'm in a Japanese steakhouse tho bitch was walking quick,1,rt you be not gon take a pic 128133 not scared to i be in a japanese steakhouse tho bitch be walk quick
16357,RT @MahoganyLOX: vintage mickey &#127800; http://t.co/03otPzXCbI,2,rt vintage mickey 127800
16358,RT @MahoghanyXO: The world wouldn&#8217;t be as fun if hoes didn&#8217;t exist.,1,rt the world be as fun if hoe exist
16359,RT @MainetheCK: I sell dope. I fuck hoes and make songs bout the shit. I rob niggas for they work and dont feel wrong bout the shit.,1,rt i sell dope i fuck hoe and make song bout the shit i rob niggas for they work and do not feel wrong bout the shit
16360,RT @MajorNews911: NBC News projects Charlie Baker (R) wins Massachusetts Governor. http://t.co/Su9JblPLrO,2,rt nbc news project charlie baker r win massachusetts governor
16361,"RT @Makeit_aMiller: @Mike_Stud @HoodieAllen hoodie is a little bitch, when was the last time you heard about hoodies ""team"" mike put all hi&#8230;",1,rt hoodie be a little bitch when be the last time you hear about hoodie team mike put all
16362,RT @Males_Thoughts: No bitch ass chick flick will ever be as sad as this movie http://t.co/o0sk0SM40f,1,rt no bitch ass chick flick will ever be as sad as this movie
16363,"RT @MalloryYnfante: All I see over Instagram ""Alice Texas hoes"". That's so low... Even for Alice.",1,rt all i see over instagram alice texas hoe that be so low even for alice
16364,RT @Mana_Bananas: Lol my wall of trust is so thick now. If I'm the biggest bitch you've ever met. You'll know why ;*,1,rt lol my wall of trust be so thick now if i be the big bitch you ever meet you will know why
16365,"RT @MandyMarin: Welcome to Good Burger, home of the Good Burger, can I fuck your bitch?",1,rt welcome to good burger home of the good burger can i fuck your bitch
16366,RT @MandylouGraham: We put a redneck in the White House it's gonna be the camo house. @Moccasin_Creek &#128521;&#128514;,1,rt we put a redneck in the white house it be go to be the camo house
16367,"RT @ManiChakr: @ArvindKejriwal itni bahaduri!!! interviews mein to hamesha marne ko tayyar rehte ho, got scared of crackers? LOL http://t.c&#8230;",2,rt itni bahaduri interview mein to hamesha marne ko tayyar rehte ho get scared of cracker lol
16368,RT @MannyCovarrubia: It ain't nothing to cut that bitch off&#9986;&#65039;,1,rt it be not nothing to cut that bitch
16369,RT @Manny_bermudez2: Back in this bitch,1,rt back in this bitch
16370,RT @Manstagram_: This bitch went full on retard http://t.co/nXj4QqGMx2,1,rt this bitch go full on retard
16371,RT @Manstagram_: When I make the paper ball into the trash can http://t.co/m90W9N1zbT,2,rt when i make the paper ball into the trash can
16372,RT @Manstagram_: When your trying to resist the urge to smack a bitch http://t.co/8eQ3xB8Cjb,1,rt when your try to resist the urge to smack a bitch
16373,RT @MarcACaputo: BREAKING: Charlie Crist files emergency motion for a mulligan.,2,rt breaking charlie crist file emergency motion for a mulligan
16374,RT @Marckoo_yo: Youzza bitch,1,rt youzza bitch
16375,RT @MarcusButlerTv: When someone's phone goes off in the cinema I want to jump across the seats and fly kick dat bitch.,1,rt when someone phone go off in the cinema i want to jump across the seat and fly kick dat bitch
16376,"RT @Mari_813: ""Bae"" means ""before anything else"" I always thought it was a ghetto word for ""babe""",2,rt bae mean before anything else i always think it be a ghetto word for babe
16377,RT @MarijuanaPosts: Ever leave me around your bitch I&#8217;mma get her stoned.,1,rt ever leave i around your bitch get she stone
16378,RT @MarioPalush: trying so hard to resist the urge to smack a bitch http://t.co/UkOF7K2RrH,1,rt try so hard to resist the urge to smack a bitch
16379,RT @MarkAdkins2: #projectdrugs&amp;bitches,1,rt
16380,RT @MarkB_LifeStyle: They trash... RT @B_Dot_Conto: Pointless Bitches In The Club RT @RooseveltChaun: Smfh http://t.co/X4o0wmAtws,1,rt they trash rt pointless bitch in the club rt smfh
16381,RT @Marlin_FishyAss: A bitch a get chalked b4 I catch feelings,1,rt a bitch a get chalk b4 i catch feeling
16382,RT @Marlin_FishyAss: Damn hoes askin niggas do I smoke.... No bitch u not getting smoked out tonight,1,rt damn hoe askin niggas do i smoke no bitch u not getting smoke out tonight
16383,RT @Marlin_FishyAss: If I did smoke I would not be smokin hoes out... Less they gettin fucked on,1,rt if i do smoke i would not be smokin hoe out less they gettin fuck on
16384,RT @Marlin_FishyAss: If yo hoe choose.. Let her choose fuck her friend or her momma,1,rt if yo hoe choose let she choose fuck her friend or her momma
16385,RT @MarqsBack: &#8220;@viaNAWF: Twitpic your reaction if you find out the love of your life selling pussy/sold pussy on backpage&#8221; http://t.co/xZi&#8230;,1,rt twitpic your reaction if you find out the love of your life sell pussy sell pussy on
16386,RT @MarsaSteenhoek: 50 rts&amp; I'll take the mic&amp; say fuck her right in the pussy http://t.co/4VHc5O7rZ5,1,rt 50 i will take the say fuck she right in the pussy
16387,RT @MarshallTaylor_: You got niggas and I got bitches.,1,rt you get niggas and i get bitch
16388,RT @MartinSopchak: @TheChrisCates you're a fucking pussy. And no this isn't a joke you girly little bitch.,1,rt you be a fucking pussy and no this be not a joke you girly little bitch
16389,RT @MaryWCVB: Charlie Baker about to make his final election eve campaign stop- here at Swampscott High School. #wcvb #wcvbpoli http://t.co&#8230;,2,rt charlie baker about to make his final election eve campaign here at swampscott high school wcvb wcvbpoli
16390,RT @MaryWCVB: Congressional Hopeful Richard Tisei stops in at Baker's Swampscott Rally. But still no Charlie. #wcvb http://t.co/uycfEng3B9,2,rt congressional hopeful richard tisei stop in at baker swampscott rally but still no charlie wcvb
16391,RT @MaryWCVB: Still waiting for Charlie Baker to take the stage in Swampscott. #wcvb http://t.co/lYb3Thm199,2,rt still wait for charlie baker to take the stage in swampscott wcvb
16392,RT @Master11_: Slowly moving down the list in bs and hoes .... I already know Nolan and Lamar stock is rising lol,1,rt slowly move down the list in bs and hoe i already know nolan and lamar stock be rise lol
16393,RT @MasterChefSweg: Basic bitch starter pack http://t.co/ehE4QBUVuJ,1,rt basic bitch starter pack
16394,RT @MasterSleepy: @JefDaBest cranberry juice niggah ... 100% cranberry with vitamin c ... You'll piss it out,1,rt cranberry juice niggah 100 cranberry with vitamin c you will piss it out
16395,RT @Masteroshi_: #MigosConcert was turnt af last night but @BobbyShmurdaGS9 shut that bitch down wit #hotnigga frfr,1,rt migosconcert be turnt af last night but shut that bitch down wit hotnigga frfr
16396,RT @MattAncheyta: Dumb bitch,1,rt dumb bitch
16397,RT @MattHasTheMusic: @SelfPaidYayo @OGMaco if u ain't making music for me to sip Henny to u a bitch so Maco winnin if he from a island no f&#8230;,1,rt if u be not make music for i to sip henny to u a bitch so maco winnin if he from a island no
16398,RT @Matt_Simonson: Oomfs teeth are quite yellow&#128514;&#128128;&#128128; @WBDyllon_,2,rt oomfs tooth be quite
16399,"RT @Matthops82: In conclusion, Lois Lerner is a giant bitch.",1,rt in conclusion lois lerner be a giant bitch
16400,"RT @Matthops82: cc: Rosemary Lehmberg RT @ComedyCentral: &#8220;I'll show you how to chug a beer, motherf**ker!&#8221; #Beerfest http://t.co/1JNGk3MXfh",1,rt cc rosemary lehmberg rt show you how to chug a beer beerfest
16401,"RT @MattieTrump97: Win % since pile of trash @jairusbyrd went to New Orleans:

#Buffalo:1.000
#NewOrleans:0.0000000000000

#FuckByrd
#WhoNe&#8230;",1,rt win since pile of trash go to new orleans fuckbyrd
16402,"RT @Matty_Kem: My favorite shark is megaldon, my least favorite is a mud shark. They are the worst",2,rt my favorite shark be megaldon my least favorite be a mud shark they be the bad
16403,"RT @Mattyfatass: You a pussy bitch and I kick your ass in gta, but you're chill as fuck and we need that 1v1 in basketball again",1,rt you a pussy bitch and i kick your ass in gta but you be chill as fuck and we need that 1v1 in basketball again
16404,"RT @MaxAbrahms: When Americans claim #ISIS is just a ""local threat,"" reply: You mean just to Iraq, Syria, Turkey, Jordan, Saudi Arabia, Leb&#8230;",2,rt when americans claim isis be just a local threat reply you mean just to iraq syria turkey jordan saudi arabia
16405,RT @MaxDeLaCruz8: Happy birthday bitch @Whitecholo23 http://t.co/DmeqQFL8X1,1,rt happy birthday bitch
16406,RT @Maxicat: Charlie Rangel Re-Writes History: On GOP &#8220;They Think They Won The Civil War&#8221; http://t.co/moCeUBRUTf,2,rt charlie rangel re write history on gop think they won the civil
16407,RT @Maxin_Betha Wipe the cum out of them faggot RT @80sbaby4life Contact lens is wildin can't see shit,1,rt wipe the cum out of they faggot rt contact lens be wildin can not see shit
16408,"RT @MayaAngelouFRO: Ready to slay these bitches and im not even half way thew my soak
http://t.co/uKCdyM7kbx",1,rt ready to slay these bitch and i m not even half way thew my soak
16409,RT @Mbw44: &#8220;@luzerne_troy: &#8220;@balenceeaga: &#8220;@AienneLuckera: This bitch is awesome &#128588; http://t.co/Q5yhJTbcnr&#8221;need this,1,rt this bitch be awesome 128588 this
16410,"RT @McNarstle: ...and rounding out our CNN Ebola panel tonight, the monkey from the 1995 film, OUTBREAK.",2,rt and round out our cnn ebola panel tonight the monkey from the 1995 film outbreak
16411,RT @McNarstle: @CzickenShack I go on Drudge Report every day now hoping to see a story about your tranny army,2,rt i go on drudge report every day now hope to see a story about your tranny army
16412,"RT @McNarstle: And she's watchin' him with those eyes / And she's makin' him linguine &amp; clams with that body, I just know it!",2,rt and she be watchin he with those eye and she be makin he linguine amp clam with that body i just know it
16413,"RT @McNarstle: Yes, the bird tweets in the morning are lovely but remember, what you're hearing is: BIRD COCK HERE! GET SOME ROCK HARD BIRD&#8230;",1,rt yes the bird tweet in the morning be lovely but remember what you be hear be bird cock here get some rock hard
16414,RT @Mdizzle9000: this dumb bitch said....RT @MsVaVaVoom No matter what a man says the only way he'll truly respect you is if u hold out sex,1,rt this dumb bitch say rt no matter what a man say the only way he will truly respect you be if u hold out sex
16415,RT @Medz4u: &#8226;not all black girls are ghetto though,2,rt all black girl be ghetto though
16416,"RT @MeechIsDEAD: I Cant Wait Till U &amp; Ya Boyfriend Break Up, That nigga act Like he own the pussy",1,rt i can not wait till u amp ya boyfriend break up that nigga act like he own the pussy
16417,RT @Meechgod: &#8220;@1017_Sqquad: But it's some bad bitches on backpage ... You might find one of yo followers on there too &#128064;&#128064; &#128056;&#9749;&#65039;#WhereTheyAtDo&#8230;,1,rt but it be some bad bitch on backpage you might find one of yo follower on there too
16418,RT @Meet_Nallah: &#8220;@mckenxcassie: Some of y'all hoes so worried about y'all eyebrows y'all forgot y'all had a mustache &#128514;&#128557;&#128557;&#8221; LMAO,0,rt some of you all hoe so worried about you all eyebrow you all forget you all have a mustache lmao
16419,"RT @Meeting_aJERNed: Fam RT @PBS_Impulse9: ""It ain't nothin to cut that bitch off""

--- Vincent Van Gogh",1,rt fam rt it be not nothin to cut that bitch off vincent van gogh
16420,RT @MeganCammalleri: Thank you to the Perkins student section for participating in the yellow out. We all really appreciated it!,2,rt thank you to the perkins student section for participate in the yellow out we all really appreciate it
16421,RT @MelechT: Apartheid. &#8220;@No_Cut_Card: pedestrian check = show me your freedom papers you darkies.&#8221;,0,rt apartheid pedestrian check show i your freedom paper you
16422,RT @MelissaTweets: Scott Walker investigate. Christie's Bridgegate. Perry's drunk monkey Dem DA-gate. All men innocent. All threats to left&#8230;,2,rt scott walker investigate christie bridgegate perry drunk monkey dem da gate all man innocent all threat to
16423,RT @MelloPsycho: Apparently the current hair trend for Hollywood bitches is to look like you lost a fight with a weed whacker.,1,rt apparently the current hair trend for hollywood bitch be to look like you lose a fight with a weed whacker
16424,RT @MemphisMSoccer: 50' 2nd yellow card issued for Temple,2,rt 50 2nd yellow card issue for temple
16425,RT @MensHumor: Cheating on a good woman is like eating out of the trash instead going out for steak. #truth,2,rt cheat on a good woman be like eat out of the trash instead go out for steak truth
16426,"RT @MensHumor: Kim Kardashian had a baby...in more important news, I took out the trash last night.",2,rt kim kardashian have a baby in more important news i take out the trash last night
16427,"RT @MensHumor: Monday, what's up you ugly bitch?",1,rt monday what be up you ugly bitch
16428,RT @MensHumor: One man's trash is another man's girlfriend.,1,rt one man trash be another man girlfriend
16429,RT @MenstruaI: hearing a bitch tell a story and all u can think is &#8220;lie lie lie&#8221; &#128530;,1,rt hear a bitch tell a story and all u can think be lie 128530
16430,RT @MenstruaI: rt if ur a sassy ass bitch,1,rt rt if ur a sassy ass bitch
16431,"RT @MetalHammer: Are you in London this evening? 
Well ex-Iron Maiden member, Tony Moor, will be busking outside Balham train station from &#8230;",2,rt be you in london this evening well ex iron maiden member tony moor will be busk outside balham train station from 8230
16432,RT @MetroBoomin: Coming soon on a bitch nigga!!!!! #MONSTERtape 10.28 http://t.co/03aS6BGqeC,1,rt come soon on a bitch nigga monstertape
16433,"RT @MettaDamnFool: &#128557;&#128557;&#128557;&#128557; RT @_MoonWP_: When dykes hear ""ladies free before 10"" http://t.co/k2TU1S85t6",1,rt rt when dyke hear lady free before 10
16434,RT @MeyaKardashian: This bitch is fucking insane. &#8220;@TwiterDeze_NUTS: 2) what is a sentence that describes you in 5 words?&#8221;,1,rt this bitch be fucking insane 2 what be a sentence that describe you in 5
16435,"RT @MiSSKathEVO: #NoFilter I been getting money I ain't worried 'bout a ho, No matter the occasion I'ma always get the dough &#128539; http://t.co/&#8230;",1,rt nofilter i been get money i be not worried a ho no matter the occasion i be a always get the dough 128539
16436,RT @MichaelArenella: Shy girls are cute,2,rt shy girl be cute
16437,RT @MichaelBlackson: #ShoutOut to ChrisBrown for beating up another bitch,1,rt shoutout to chrisbrown for beat up another bitch
16438,"RT @MichaelBlackson: This tall goofy bitch just walked in the club, sit your Britney Griner lookin ass down",1,rt this tall goofy bitch just walk in the club sit your britney griner lookin ass down
16439,RT @MichaelGT03: Happy birthday freshman faggots @cooopster98 @Chase123456718,0,rt happy birthday freshman faggot
16440,"RT @MichaelJDelaney: @0beyYourMaster real ""lil""...bitch you short as fuck",1,rt real bitch you short as fuck
16441,"RT @MichalaSmith4: @zzachbarness @TrippinC &#9995; he has a date, hoe.",1,rt 9995 he have a date hoe
16442,RT @MichalaSmith4: shout out to the faggots who took a million and one selfies on my phone. &#128530;&#128514;&#10084;&#65039; @zzachbarness @michealallen72 http://t.co/&#8230;,1,rt shout out to the faggot who take a million and one selfie on my phone
16443,RT @MicheleBachmann: Charlie Rangel should apologize to tea party members. I'll set up meetings so he can explain his outrageous comments. &#8230;,2,rt charlie rangel should apologize to tea party member i will set up meeting so he can explain his outrageous comment 8230
16444,RT @Michelle_OKC: Got 99 cookies because a bitch ate one.,1,rt got 99 cookie because a bitch eat one
16445,RT @MickeyChristmas: Time to go to the studio and make really good music so I can act like I don't know the bitches that flexed on me since&#8230;,1,rt time to go to the studio and make really good music so i can act like i do not know the bitch that flexed on i
16446,RT @MickieeMoscoto: This really how bitches be to.. Lmfao.. &#128514; http://t.co/OclEXcSgsP,1,rt this really how bitch be to lmfao 128514
16447,RT @MidniteBoss: @fourzerotwo fix the fucking snipers you retarded piece of shit. Fucking overpowered as fuck. They aim down faster then ...,1,rt fix the fucking sniper you retarded piece of shit fucking overpower as fuck they aim down fast then
16448,"RT @MidniteBoss: If you snipe, you're a fucking faggot. I fucking hope all of you snipers get fucking raped and suffer from cancer.",0,rt if you snipe you be a fucking faggot i fucking hope all of you sniper get fucking rape and suffer from cancer
16449,RT @MidniteBoss: zrgrizz should stop paling video games at the age of 40. Fucking stop playing like pussies.,1,rt zrgrizz should stop pale video game at the age of 40 fucking stop play like pussy
16450,RT @Mids_areForkids: If a nigga talkin shit about me an you around sittin there quiet yous a fuckin bitch an I don't fucks with you real wr&#8230;,1,rt if a nigga talkin shit about i an you around sittin there quiet yous a fuckin bitch an i do not fuck with you real
16451,RT @Midwestmiles: This hoe ass ref got hit and fined the fighters,1,rt this hoe ass ref got hit and fine the fighter
16452,RT @MikeDevrnja: &#8220;@SavannaaSanford: sucha hoe&#8221; @GAYD69,1,rt sucha
16453,"RT @MikeDiggEm: ""@BadGalTitii: When I see a girl wit her nigga, I be like bitch bet I can snatch from you but I ain't even gone do it. Lol""&#8230;",1,rt when i see a girl wit her nigga i be like bitch bet i can snatch from you but i be not even go do it
16454,"RT @MikeDiggEm: ""@Eaaaazzzz: On mammas ig aint ready for ma #wcw's .. I got sum bad bitches up ma sleeve boi lol"" Magician ass nigga lmao",1,rt on mammas ig be not ready for ma wcw i get sum bad bitch up ma sleeve boi lol magician ass nigga lmao
16455,"RT @MikeDiggEm: ""@_2kkz: She threw me that pussy bt i neva caught it"" gay",1,rt she throw i that pussy bt i neva catch it gay
16456,RT @MikeDiggEm: @TreyzUpZay @JamesyNBA @DattBoiIraq @_2kkz @_KudaBrazyy @thatboysmurf I fuck with all yaw. Yaw all my nigs,1,rt i fuck with all yaw yaw all my nig
16457,RT @MikeDiggEm: I googled her number and found she was a hoe,1,rt i google her number and find she be a hoe
16458,"RT @MikeDiggEm: I hate when bitches say ""That ain't cute"" lol did I say I was trynna be cute",1,rt i hate when bitch say that be not cute lol do i say i be trynna be cute
16459,RT @MikeDiggEm: Only ugly girls can fight. Pretty bitches have no hands lol,1,rt only ugly girl can fight pretty bitch have no hand lol
16460,RT @MikeDiggEm: Yo niggas would fuck with you broke or not if they really yo niggas. You a bitch if you only fuck with yo niggs when they g&#8230;,1,rt yo niggas would fuck with you break or not if they really yo niggas you a bitch if you only fuck with yo niggs when they
16461,RT @MikeHeadlyy: I haven't had sex in forever ... A bitch could send me a &#128536; emoji and I'd catch my nut,1,rt i have not have sex in forever a bitch could send i a 128536 emoji and i would catch my nut
16462,RT @MikeTInnes: @AaronWorthing @corrcomm @Icampintense @CarolCNN @CNN So glad Charlie agrees with Carol and CNN that assaulting girls is OK&#8230;,2,rt so glad charlie agree with carol and cnn that assault girl be
16463,RT @Mike_Hall32: Schools a bitch,1,rt school a bitch
16464,RT @Mike_daniels_YG: My last bitch was 18...bitch came in da trap tryna Vine da Dope fuh likes...her funeral was 3 days after dat,1,rt my last bitch be 18 bitch come in da trap tryna vine da dope fuh like her funeral be 3 day after dat
16465,"RT @MikeyBlackheart: ""I never talk to anybody!""

*has dinner with family*

""I hate everyone!""

*defends 45 people when I call them cunts*",1,rt i never talk to anybody have dinner with family i hate everyone defend 45 people when i call they cunt
16466,RT @MikeyGotSteeze: Fvck friends &amp; fvck hoes,1,rt fvck friend amp fvck hoe
16467,RT @Mikey_D15: This Sam guy is a fucking pussy.,1,rt this sam guy be a fucking pussy
16468,"RT @Mikey_Hands: Yankees offseason plan: Sign Sandoval, move A-Rod to first base, shoot Teixeira and throw his corpse in the East River. #Y&#8230;",2,rt yankee offseason plan sign sandoval move a rod to first base shoot teixeira and throw his corpse in the east river
16469,RT @MilesM_05: How ghetto girls start their fights &#128514; https://t.co/WyKh16PLek,1,rt how ghetto girl start their fight 128514
16470,RT @Milesss_: If u say #blessed u r hashtag lying and r probably unhappy w/ ur life fake bitches lolz&#128514;,1,rt if u say bless u r hashtag lying and r probably unhappy ur life fake bitch
16471,"RT @Milesss_: like if you're a bitch, own it and be a bitch. But just cuz you got some flower emojis in some tweets doesn't mean you're som&#8230;",1,rt like if you be a bitch own it and be a bitch but just cuz you get some flower emojis in some tweet do not mean you be
16472,RT @MileyCyrus: i know what color my skin is. you can stop with the friendly reminders bitch.,1,rt i know what color my skin be you can stop with the friendly reminder bitch
16473,"RT @MillerThaGod: When Kendrick Lamar said ""I call a bitch a bitch, a hoe a hoe, a woman a woman."" I knew he was onto something. He was pre&#8230;",1,rt when kendrick lamar say i call a bitch a bitch a hoe a hoe a woman a woman i know he be onto something he be
16474,"RT @MindCertified: If you're a hoe, don't expect princess treatment...",1,rt if you be a hoe do not expect princess treatment
16475,"RT @MindOnSuccess_: My mother be on some trash man &#128514; I ask her EVERYDAY, you need/ want some money? She say ""Naw I'm good!"" But come payday&#8230;",2,rt my mother be on some trash man 128514 i ask she everyday you want some money she say naw i be good but come
16476,RT @MiraGotTheJUICE: Woah did this bitch say love?&#128566;&#128514;&#128514;&#128557;&#128557; http://t.co/7PzRbWX0NU,1,rt woah do this bitch say
16477,RT @MirrorWeirdNews: Adorable tiny monkey showering in a sink is the cutest viral video you'll see this weekend http://t.co/cwc0b0Z9PB http&#8230;,2,rt adorable tiny monkey shower in a sink be the cut viral video you will see this weekend
16478,RT @MissKeiParker: @WeekndJammin sheeeeeit you tell me! I wana fat bitch that smell like bologna &#128525;&#128553;,1,rt sheeeeeit you tell i i wana fat bitch that smell like bologna
16479,RT @MissUndersto_Od FELLAS TAKE NOTE RT @NaughtyTurnOns: Eating pussy keeps your lips soft. (;,1,rt fellas take note rt eat pussy keep your lip soft
16480,RT @MissUnfoolish: I don't fuck wit fake hoes all I touch is J-Los,1,rt i do not fuck wit fake hoe all i touch be j los
16481,RT @MissVoshay: &#8220;@VaIentinesCards: http://t.co/y75Aw0Olm3&#8221; ooooo give this one to the hot pocket hoe #AAMU,1,rt ooooo give this one to the hot pocket hoe aamu
16482,"RT @MissZindzi: But yall make the MUTUAL DECISION to have sex on the first date, but she's trash? What kind of math??",2,rt but you all make the mutual decision to have sex on the first date but she be trash what kind of math
16483,"RT @Miss_EmilyAnne: Good pussy&#128049;&#128166;
Is like a drug&#128138;&#128553;&#128079;",1,rt good be like a
16484,RT @Miss_Jamieeee: &#8220;@iDocLyfe: The Power Thrust http://t.co/HXmlH6QXqb&#8221;he really in that hoe omg &#128514;&#128514;&#128527;,1,rt the power thrust really in that hoe omg
16485,RT @Miss_Missouri11: Insecurities are such a bitch.,1,rt insecurity be such a bitch
16486,"RT @MisterrRager: &#8220;@ViriDoesItt: I already know you trash if being tatted is on the list of things you want in a nigga..&#8221;

Off top.",1,rt i already know you trash if be tat be on the list of thing you want in a nigga off top
16487,RT @MitchVorce: Bastino is my niggah&#128661;,1,rt bastino be my
16488,"RT @Mitchell_Rosee: It's annoying when ppl follow to unfollow.. Like bitch ""I"" was trying to be considerate &#128530;",1,rt it be annoying when ppl follow to unfollow like bitch i be try to be considerate 128530
16489,"RT @Mitchellharri: Dont be a faggot, cover your mouth when you fkn cough or sneeze, I got a immune system to keep strong asshole",0,rt do not be a faggot cover your mouth when you fkn cough or sneeze i get a immune system to keep strong asshole
16490,RT @Mix_Mommie: Wyd hoe bucket&#8220;@TheKaosYatti: @Mix_Mommie heyyy&#8221;,1,rt wyd hoe
16491,"RT @MizzCreme: Her being albino isn't the problem. Its that gut, that hair, and that fish net she decided to wear. Sooo many things wrong w&#8230;",2,rt her be albino be not the problem its that gut that hair and that fish net she decide to wear sooo many thing wrong
16492,RT @Mmadifresh: Still wishin all of my old hoes the best,1,rt still wishin all of my old hoe the good
16493,"RT @MoDroJoJo: ""@basedamERICan: ""Ayo take this pic for me fam""

""You think the bitches gon fuck with this pic?"" http://t.co/dTtZPLIpkm"" LMA&#8230;",1,rt ayo take this pic for i fam you think the bitch gon fuck with this pic
16494,RT @MoJizel: make sure her titties out RT @_CDiddy: Bouta take a pic of her laying on me like the side bitches do,1,rt make sure her titty out rt bouta take a pic of she lay on i like the side bitch do
16495,RT @MobJoe: Word. And it don't make u a hoe RT @100granHman: It's okay to have sex on first date long as the feeling is mutual,2,rt word and it do not make u a hoe rt it be okay to have sex on first date long as the feeling be mutual
16496,"RT @MobileSuitKwamz: Just swing ""@MUHFUGGINJKELLS: ""That's why I fucked yo bitch."" I mean...what can you say back to that?""",1,rt just swing that be why i fuck yo bitch i mean what can you say back to that
16497,"RT @Mobute: Rick Scott vs. Charlie Crist is the worst gubernatorial election in America, and it's the face of our ugly future. http://t.co/&#8230;",2,rt rick scott charlie crist be the bad gubernatorial election in america and it be the face of our ugly future
16498,RT @MoccaBitchx3: I text bitches at 11:12 ..... Make they wish come true ;),1,rt i text bitch at make they wish come true
16499,RT @Moisessp14: Look at u now u pregnant stupid bitch lol,0,rt look at u now u pregnant stupid bitch lol
16500,RT @MoneyBABY_Rich: So tired of Yall hoes giving a shout out to yall Moma talking bout she ain't raise no hoe &#128545;&#9749;&#65039;&#128056;,1,rt so tired of yall hoe give a shout out to you all moma talk bout she be not raise no hoe
16501,"RT @MoneyHG: I gota hand fulla brothers 
Trek gang bitch we hustle",1,rt i gota hand fulla brother trek gang bitch we hustle
16502,RT @MoneyHG: I love pussy,1,rt i love pussy
16503,RT @MoneyMakers_Ent: Bitch you're retarded RT @TheVinnette: Men that cook should wear panties too&#8221;,1,rt bitch you be retarded rt man that cook should wear pantie
16504,RT @Moniqve_: hoes be mad at you cause your nigga wanted you over her &#128564;,1,rt hoe be mad at you cause your nigga want you over her 128564
16505,"RT @MonroeDOLL_: Who got time to be ""having dem hoes""!? That's aint wassup no more",1,rt who get time to be have dem hoe that be be not wassup no more
16506,"RT @MonseeHuerta: I envy bitches with long, full eyelashes &#128532;",1,rt i envy bitch with long full eyelash 128532
16507,"RT @MontagKeys: Jeff Fisher saved by the refs. That was karma, but the zebras messed with it.",2,rt jeff fisher save by the ref that be karma but the zebra mess with it
16508,RT @Montrell_: Bitches be swearing they pussy soooo good &#128553;&#128530; nonsense &#128545;,1,rt bitch be swear they pussy soooo good nonsense 128545
16509,RT @MooreHnter: How to get bitches http://t.co/yUOqmgHvbf,1,rt how to get bitch
16510,RT @MosoKnowso: RT @TroyAve I got no interest in tall skinny model bitches! I like my women with some ass &amp; hips ...,1,rt rt i get no interest in tall skinny model bitch i like my woman with some ass amp hip
16511,RT @MostDope6995: That shit could break you down if you lose a good girl I guess you need a bad bitch to come around and make it up,1,rt that shit could break you down if you lose a good girl i guess you need a bad bitch to come around and make it up
16512,RT @MostSecretFacts: Twitter's home button is a birdhouse. When you join you're an egg. The logo is a bird. Most people don't realize this.,2,rt twitter home button be a birdhouse when you join you be an egg the logo be a bird most people do not realize this
16513,RT @MotherOfBraylon: &#8220;@1inkkofrosess: @MotherOfBraylon you already know they go to fed for me ah bitch be ready to walk out the door &#128514;&#128514;&#9996;&#65039;&#8221;&#128514;&#8230;,1,rt you already know they go to fed for i ah bitch be ready to walk out the door
16514,"RT @Mr1738: ""I didn't sell my
pussy for $65.....it was $80!!!"" http://t.co/sHPh98KzOY",1,rt i do not sell my pussy for 65 it be 80
16515,RT @Mr1738: RT @ItsJustThai: All that weave turning you bitches into horses http://t.co/3OzXUd8YTD,1,rt rt all that weave turn you bitch into horse
16516,"RT @MrBrenBren: ""@1waynostra: These bitches crazzzyyyyyy"" maaannnnn",1,rt these bitch crazzzyyyyyy maaannnnn
16517,"RT @MrCouture: I have so many questions about that sex tape. I love love LOVE me some Mimi and if that thirsty dude releases it, he's trash&#8230;",2,rt i have so many question about that sex tape i love love love i some mimi and if that thirsty dude release it he be
16518,"RT @MrFourTwentyy: Everybody fckn everybody bitch &amp; everybody with the shit, that's life",1,rt everybody fckn everybody bitch amp everybody with the shit that be life
16519,RT @MrFourTwentyy: Now when a bitch try to suck the strap that's when she getting kicked out,1,rt now when a bitch try to suck the strap that be when she getting kick out
16520,"RT @MrFrankOcean__: Kim K a hoe, because she fucked 4 dudes we see on TV? Some of you hoes have fucked 40 dudes that don't even got a TV ...",1,rt kim k a hoe because she fuck 4 dude we see on tv some of you hoe have fuck 40 dude that do not even get a tv
16521,RT @MrHeadLock101 Either bitches fake gay or fake happy,1,rt either bitch fake gay or fake happy
16522,RT @MrHoratioSanz: Vin Scully once called me a camel jockey. #liesaboutvinscully,0,rt vin scully once call i a camel jockey liesaboutvinscully
16523,RT @MrLuckyToYou: Eat that pussy from the back and slide two fingers in...,1,rt eat that pussy from the back and slide two finger in
16524,"RT @MrLuckyToYou: If that pussy good, umma moan when um eating it.",1,rt if that pussy good umma moan when um eat it
16525,"RT @MrNBAallday: Kobe calls Dwight Howard a ""bitch ass nigga"" &#128514;&#128514;

https://t.co/9l5E8kKW7D",1,rt kobe call dwight howard a bitch ass nigga
